PdfType: replica
Format: lhagrid1
FromMCReplica: 34
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  1.4551915e-12 -6.3579741e-08  6.6984873e+00  2.1060743e+00  2.1060765e+00 -4.4448032e+00  2.1064374e+00  2.1064396e+00  6.6980257e+00 -6.3576834e-08 -1.4551915e-12 
  0.0000000e+00  2.3777570e-01  6.9058032e+00  2.3305385e+00  2.3305404e+00 -5.7872472e+00  2.3309076e+00  2.3309097e+00  6.9053364e+00  2.3777618e-01  0.0000000e+00 
  3.1789146e-08  5.2293628e-01  7.1610370e+00  2.6026256e+00  2.6026280e+00 -7.4844360e+00  2.6030014e+00  2.6030040e+00  7.1605654e+00  5.2293718e-01  3.1789146e-08 
  9.5371313e-08  8.5916334e-01  7.4678416e+00  2.9260066e+00  2.9260092e+00 -9.4052639e+00  2.9263880e+00  2.9263906e+00  7.4673634e+00  8.5916477e-01  9.5363553e-08 
  1.9073099e-07  1.2506858e+00  7.8304152e+00  3.3048973e+00  3.3048999e+00 -1.1371115e+01  3.3052855e+00  3.3052878e+00  7.8299341e+00  1.2506875e+00  1.9073875e-07 
 -1.9073487e-07  1.7025657e+00  8.2537975e+00  3.7443488e+00  3.7443511e+00 -1.3147653e+01  3.7447433e+00  3.7447460e+00  8.2533092e+00  1.7025679e+00 -1.9073487e-07 
  1.9073487e-07  2.2207956e+00  8.7439547e+00  4.2503443e+00  4.2503476e+00 -1.4441577e+01  4.2507458e+00  4.2507486e+00  8.7434597e+00  2.2207983e+00  1.9073487e-07 
 -4.4504802e-07  2.8119483e+00  9.3074350e+00  4.8294482e+00  4.8294516e+00 -1.4897731e+01  4.8298554e+00  4.8298583e+00  9.3069363e+00  2.8119514e+00 -4.4504802e-07 
  1.9073487e-07  3.4855845e+00  9.9537783e+00  5.4912100e+00  5.4912128e+00 -1.4074805e+01  5.4916229e+00  5.4916258e+00  9.9532757e+00  3.4855876e+00  1.9073487e-07 
  3.8146197e-07  4.2490473e+00  1.0690310e+01  6.2429652e+00  6.2429681e+00 -1.1480303e+01  6.2433853e+00  6.2433882e+00  1.0689798e+01  4.2490506e+00  3.8147749e-07 
  5.0863019e-07  5.1173663e+00  1.1532037e+01  7.0997348e+00  7.0997381e+00 -6.5040536e+00  7.1001611e+00  7.1001644e+00  1.1531522e+01  5.1173697e+00  5.0862241e-07 
 -2.5431316e-07  6.0980220e+00  1.2486416e+01  8.0689926e+00  8.0689955e+00  1.5324392e+00  8.0694237e+00  8.0694265e+00  1.2485899e+01  6.0980248e+00 -2.5431316e-07 
  9.5368399e-08 -9.5365976e-08  6.4515052e+00  1.9907826e+00  1.9907850e+00 -4.2452588e+00  1.9911777e+00  1.9911799e+00  6.4510074e+00 -9.5368890e-08  9.5366460e-08 
 -9.5367433e-08  2.3089957e-01  6.6530447e+00  2.2090952e+00  2.2090979e+00 -5.5191154e+00  2.2094977e+00  2.2095001e+00  6.6525431e+00  2.3090011e-01 -9.5367433e-08 
  0.0000000e+00  5.0700366e-01  6.9003019e+00  2.4728389e+00  2.4728415e+00 -7.0968595e+00  2.4732478e+00  2.4732504e+00  6.8997936e+00  5.0700462e-01  0.0000000e+00 
