PdfType: replica
Format: lhagrid1
FromMCReplica: 72
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  4.7683717e-08 -4.7687596e-08  1.6626134e+00  1.6642456e+00  1.6653054e+00  5.1850891e+00  1.6655657e+00  1.6645070e+00  1.6630750e+00 -4.7679837e-08  4.7683717e-08 
  1.1126200e-07  3.2592115e-01  1.9826808e+00  1.9843267e+00  1.9854033e+00  4.1707544e+00  1.9856678e+00  1.9845927e+00  1.9831487e+00  3.2592171e-01  1.1126200e-07 
  9.5367433e-08  7.0410579e-01  2.3551209e+00  2.3567803e+00  2.3578732e+00  2.9959865e+00  2.3581419e+00  2.3570497e+00  2.3555944e+00  7.0410699e-01  9.5367433e-08 
  3.1789146e-08  1.1387354e+00  2.7841067e+00  2.7857792e+00  2.7868896e+00  1.8205661e+00  2.7871633e+00  2.7860551e+00  2.7845874e+00  1.1387370e+00  3.1789146e-08 
 -3.1789146e-08  1.6345958e+00  3.2744207e+00  3.2761075e+00  3.2772338e+00  8.5273510e-01  3.2775126e+00  3.2763872e+00  3.2749078e+00  1.6345978e+00 -3.1789146e-08 
  3.1789146e-08  2.1973624e+00  3.8317320e+00  3.8334327e+00  3.8345757e+00  3.5719973e-01  3.8348579e+00  3.8337162e+00  3.8322248e+00  2.1973650e+00  3.1789146e-08 
 -3.8146973e-07  2.8336916e+00  4.4626913e+00  4.4644060e+00  4.4655666e+00  6.5834725e-01  4.4658523e+00  4.4646935e+00  4.4631896e+00  2.8336952e+00 -3.8146973e-07 
 -3.8146973e-07  3.5509007e+00  5.1746106e+00  5.1763382e+00  5.1775160e+00  2.1440809e+00  5.1778073e+00  5.1766310e+00  5.1751161e+00  3.5509038e+00 -3.8146973e-07 
  0.0000000e+00  4.3592677e+00  5.9777656e+00  5.9795060e+00  5.9807005e+00  5.2867417e+00  5.9809947e+00  5.9798021e+00  5.9782748e+00  4.3592706e+00  0.0000000e+00 
 -3.8146973e-07  5.2670674e+00  6.8804245e+00  6.8821788e+00  6.8833914e+00  1.0615618e+01  6.8836904e+00  6.8824797e+00  6.8809414e+00  5.2670727e+00 -3.8146973e-07 
 -3.8146973e-07  6.2900467e+00  7.8983312e+00  7.9000998e+00  7.9013295e+00  1.8770576e+01  7.9016318e+00  7.9004040e+00  7.8988528e+00  6.2900519e+00 -3.8146973e-07 
 -3.8146973e-07  7.4368873e+00  9.0401640e+00  9.0419464e+00  9.0431919e+00  3.0472822e+01  9.0434990e+00  9.0422535e+00  9.0406914e+00  7.4368930e+00 -3.8146973e-07 
  3.1789146e-08 -1.5890691e-08  1.6167294e+00  1.6184605e+00  1.6196213e+00  4.9386764e+00  1.6199028e+00  1.6187437e+00  1.6172265e+00 -1.5898452e-08  3.1789146e-08 
  0.0000000e+00  3.1472251e-01  1.9257878e+00  1.9275335e+00  1.9287122e+00  4.0073376e+00  1.9289986e+00  1.9278214e+00  1.9262919e+00  3.1472319e-01  0.0000000e+00 
